hotel,price,score,avg review,reviews count,image_links,hotel_url,popular_facilities,city,country,description
Hampton By Hilton Montevideo Carrasco,US$126,"8,5",Muy bien,2.419,https://cf.bstatic.com/xdata/images/hotel/max1024x768/484118323.webp?k=46ce8cb5b4aeb6d7ddba09d1b35627930a5e157cc19f04da94ebf3ee1d64e0b7&o=,https://www.booking.com/hotel/uy/hampton-by-hilton-montevideo-carrasco.es.html?aid=2410095,"Piscina al aire libre, Aire acondicionado, Proporciona factura, Fruta, Hervidor eléctrico, WC con barras de apoyo, Habitaciones insonorizadas, Bar, Zona poco profunda, Secador de pelo, Vino / champán, Plancha para pantalones, Baños públicos, Terraza / solárium, Máquina expendedora (bebidas), Recepción 24 horas, Parking adaptado para personas de movilidad reducida, Lavamanos más bajo, Alarma de seguridad, WC elevado, Cámaras de seguridad en las zonas comunitarias, Canales por cable, Restaurante, WiFi gratis, Tarjeta de acceso, Alquiler de coches, Teléfono, Supermercado pequeño en el alojamiento, Adaptado personas de movilidad reducida, Buen desayuno, Menús para dietas especiales (bajo petición), Sombrillas, Abierta todo el año, Servicio de limpieza en seco, Jardín, Reloj despertador, Ascensor, Servicio de lavandería, Terraza, Español, Fax / fotocopiadora, Zona TV / salón de uso compartido, Información turística, Registro de entrada y salida exprés, Toallas de playa/piscina, Zona de fumadores, Ducha, Toallas, Salas de reuniones / banquetes, Seguridad 24 horas, Juegos de mesa / puzles, Calefacción, Extintores, Servicio de limpieza diario, Mobiliario exterior, Prohibido fumar en todo el alojamiento, Centro de negocios, Tumbonas/sillas de playa, Servicio de despertador, Llave de acceso, Habitaciones sin humo, TV, Snack-bar, Parking gratis, Cámaras de seguridad fuera del alojamiento, Inglés, Máquina expendedora (aperitivos), Detectores de humo, Habitaciones familiares, Portugués, Piscina con vistas, WC, Cafetería en el alojamiento, Gimnasio, Guardaequipaje, Menú para niños, Adaptado para sillas de ruedas, Servicio de planchado",Montevideo,Uruguay,"El Hampton By Hilton Montevideo Carrasco está ubicado en Montevideo, a 2 km del aeropuerto internacional de Carrasco. El establecimiento ofrece recepción 24 horas, WiFi en todas las zonas, piscina al aire libre, centro de fitness y aparcamiento privado gratuito. Se sirve el desayuno.

Todas las habitaciones disponen de aire acondicionado, TV de pantalla plana y hervidor de agua. También tienen baño privado con artículos de aseo gratuitos y secador de pelo. Las suites cuentan con zona de estar y un aseo adicional.

El uso del centro de negocios puede reservarse de forma gratuita. Las instalaciones para reuniones pueden utilizarse por un suplemento, al igual que el servicio de lavandería.

El Hampton Hilton Montevideo Carrasco se encuentra a 17 km de la plaza Independencia y del Teatro Solís."
Hotel Alvear,US$70,"8,1",Muy bien,1.870,https://cf.bstatic.com/xdata/images/hotel/max1024x768/424268673.webp?k=dc7d690a141ede08e93a046b7cb4ba7d0562975a2fc27ca5d49ae51f964053ff&o=,https://www.booking.com/hotel/uy/alvear.es.html?aid=2410095,"Toda la unidad accesible en silla de ruedas, Alquiler de coches, Teléfono, Baño privado, Cámaras de seguridad fuera del alojamiento, TV de pantalla plana, Zona de pícnic, Pediluvio, Aire acondicionado, Proporciona factura, Tours a pie, Fruta, Inglés, Traslado aeropuerto, Servicio de traslado, Armario, Bar, Ducha, Toallas, Enchufe cerca de la cama, Detectores de humo, Secador de pelo, Plancha para pantalones, Salas de reuniones / banquetes, Calefacción, Bidet, Portugués, Servicio de conserjería, Extintores, Caja fuerte, Servicio de limpieza diario, Suelo de madera o parquet, Tours en bici, Nevera, Prohibido fumar en todo el alojamiento, Alquiler de bicicletas, Bañera o ducha, Recepción 24 horas, Perchero, Ropa de cama, Muy buen desayuno, WC, Cafetería en el alojamiento, Guardaequipaje, Alarma de seguridad, Tour o clase sobre cultura local, Ascensor, Papel higiénico, Servicio de habitaciones, Acceso a pisos superiores en ascensor, Servicio de lavandería, Parking en un garaje, Cámaras de seguridad en las zonas comunitarias, Llave de acceso, Español, Cambio de moneda, Servicio de planchado, Fax / fotocopiadora, Canales por cable, Zona TV / salón de uso compartido, Servicio de despertador, Información turística, Escritorio, WiFi gratis, Habitaciones familiares, Parking, Tarjeta de acceso, Habitaciones sin humo, TV",Montevideo,Uruguay,"El hotel, que ofrece habitaciones con aire acondicionado y wifi gratuita, ocupa una ubicación estratégica, a solo media calle de la avenida 18 de Julio y a 5 calles de la popular plaza del Entrevero.

El Hotel Alvear se halla a solo 8 calles del centro histórico de Montevideo y a 10 calles de la Rambla Sur, un bulevar que discurre junto al mar. El personal del mostrador de información turística ofrece recomendaciones.

Las habitaciones están equipadas con TV por cable y minibar. Todas las habitaciones tienen baño privado moderno con accesorios de mármol.

El bar sirve un desayuno buffet completo con cruasanes y café a diario. Los huéspedes también pueden disfrutarlo en la habitación.

El Alvear cuenta con recepción 24 horas. El aeropuerto internacional de Carrasco queda a 16 km."
casa vegana,US$15,"8,9",Fabuloso,160,https://cf.bstatic.com/xdata/images/hotel/max1024x768/490238586.webp?k=a754ec012519e25a0d38f6bfab967cd8666db8e50a972d15f9512d6b5684ac87&o=,https://www.booking.com/hotel/uy/posada-al-sur.es.html?aid=2410095,"Baño compartido, Zona de fumadores, Proporciona factura, Inglés, Cocina compartida, Detectores de humo, Plancha para pantalones, Salas de reuniones / banquetes, Juegos de mesa / puzles, Calefacción, Portugués, Terraza / solárium, Extintores, Alquiler de bicicletas, Parking adaptado para personas de movilidad reducida, Servicio de aparcacoches, Servicio de lavandería, Parking en un garaje, Llave de acceso, Terraza, Wifi rápida gratis (408 Mbps), Español, Zona TV / salón de uso compartido, Taquillas, Habitaciones familiares, Parking",Montevideo,Uruguay,"La casa vegana se encuentra a solo 1 km del centro de Montevideo y ofrece habitaciones con conexión Wi-Fi gratuita y calefacción. También hay una cocina compartida. La playa de Ramírez está a 3 km.

Las habitaciones de la casa vegana están decoradas con suelo de parqué y paredes de ladrillo visto y cuentan con ventiladores de techo y zona de estar amplia. Algunas tienen baño privado.

Los huéspedes pueden preparar sus propias comidas en la cocina compartida, que incluye zona de comedor.

Hay una azotea.

Este establecimiento es vegano, solo se permite comida vegana.

Se ofrece servicio de enlace con el aeropuerto.  La casa vegana está a 30 km del aeropuerto de Carrasco."
Hotel Costanero MGallery - ACCOR,US$162,"9,1",Fantástico,967,https://cf.bstatic.com/xdata/images/hotel/max1024x768/380465186.webp?k=42e9d784c0d5171001cd0d2f7fb5590c35bb71e491ef398b888c842451666533&o=,https://www.booking.com/hotel/uy/costanero-montevideo-mgallery.es.html?aid=2410095,"Baño privado, Piscina al aire libre, Aire acondicionado, Proporciona factura, Traslado aeropuerto, WC con barras de apoyo, Habitaciones insonorizadas, Bar, Enchufe cerca de la cama, Secador de pelo, Vino / champán, Plancha para pantalones, Parking privado, Cesta para mascotas, Recepción 24 horas, Sauna, Muy buen desayuno, Guiado auditivo, Insonorización, Lavamanos más bajo, Masaje de cuello, WC elevado, Cámaras de seguridad en las zonas comunitarias, Spa y centro de bienestar, Albornoz, Restaurante, WiFi gratis, Alquiler de coches, Teléfono, Minibar, Playa, Boles para mascotas, Adaptado personas de movilidad reducida, Masaje de espalda, Sombrillas, Situado frente a la playa, Apoyo visual: braille, Abierta todo el año, Bañera o ducha, Servicio de limpieza en seco, Ascensor, Servicio de habitaciones, Acceso a pisos superiores en ascensor, Servicio de lavandería, Para todas las edades, Español, Información turística, Registro de entrada y salida exprés, Toallas de playa/piscina, Ducha, Toallas, Salas de reuniones / banquetes, Calefacción, Servicio de conserjería, Extintores, Servicio de limpieza diario, Apoyo visual: carteles táctiles, Prohibido fumar en todo el alojamiento, Perchero, Masaje de cabeza, Desayuno en la habitación, Servicio de aparcacoches, Tumbonas/sillas de playa, Parking en un garaje, Horario de apertura, Masajes, Habitaciones sin humo, Cámaras de seguridad fuera del alojamiento, TV de pantalla plana, Inglés, Servicio de traslado, Armario, Detectores de humo, Habitaciones familiares, Masaje corporal completo, Detector de monóxido de carbono, Portugués, Caja fuerte, WC, Cafetería en el alojamiento, Gimnasio, Guardaequipaje, Papel higiénico, Menú para niños, Adaptado para sillas de ruedas, Escritorio, Servicio de planchado",Montevideo,Uruguay,"El Hotel Costanero MGallery se encuentra en Montevideo, frente a la playa de Pocitos, y ofrece alojamiento con restaurante, aparcamiento privado, piscina al aire libre y bar. Hay sauna y servicio de alquiler de coches. Hay recepción 24 horas, servicio de enlace con el aeropuerto, servicio de habitaciones y WiFi gratuita en todas las instalaciones.

Las habitaciones disponen de aire acondicionado, escritorio, caja fuerte, TV de pantalla plana y baño privado con ducha. Las habitaciones incluyen armario.

El Hotel Costanero MGallery sirve un desayuno buffet.

Buceo se encuentra a 1,5 km del alojamiento, mientras que Malvin está a 2,6 km. El aeropuerto más cercano es el aeropuerto internacional de Carrasco, ubicado a 14 km del Hotel Costanero MGallery."
Hotel Bahamas,US$69,"7,5",Bien,1.671,https://cf.bstatic.com/xdata/images/hotel/max1024x768/369568534.webp?k=425dd5542c3131345397a5b5527d6c5edfef9d742a5dc1c810ae80dbcc000162&o=,https://www.booking.com/hotel/uy/bahamas.es.html?aid=2410095,"Baño privado, Piscina al aire libre, Aire acondicionado, Habitaciones insonorizadas, Bar, Enchufe cerca de la cama, Zona poco profunda, Secador de pelo, Vino / champán, Baños públicos, 2 restaurantes, Terraza / solárium, Libros, DVD o música para niños, Alquiler de bicicletas, Recepción 24 horas, Parking adaptado para personas de movilidad reducida, Ciclismo, Alarma de seguridad, Cámaras de seguridad en las zonas comunitarias, Canales por cable, Restaurante, WiFi gratis, Alquiler de coches, Teléfono, Minibar, Playa, Zona de juegos para niños, Buen desayuno, Sala de juegos, Eventos deportivos en directo (emisión), Jardín, Tour o clase sobre cultura local, Ascensor, Servicio de habitaciones, Acceso a pisos superiores en ascensor, Para todas las edades, Terraza, Español, Zona TV / salón de uso compartido, Información turística, Solárium, Servicio de despertador / alarma, Registro de entrada y salida exprés, Toallas de playa/piscina, Hipoalergénico, Zona de fumadores, Ducha, Toallas, Salas de reuniones / banquetes, Seguridad 24 horas, Juegos de mesa / puzles, Bidet, Calefacción, Servicio de conserjería, Extintores, Suelo de madera o parquet, Servicio de limpieza diario, Mobiliario exterior, Nevera, Prohibido fumar en todo el alojamiento, Ropa de cama, Centro de negocios, Servicio de aparcacoches, Parking en un garaje, Artículos de aseo gratis, Servicio de despertador, Llave de acceso, Italiano, Habitaciones sin humo, TV, Parking gratis, Cámaras de seguridad fuera del alojamiento, TV de pantalla plana, Inglés, Productos de limpieza, Armario, Habitaciones hipoalergénicas, Detectores de humo, Habitaciones familiares, Portugués, Caja fuerte, Piscina con vistas, WC, Bar en la piscina, Guardaequipaje, Papel higiénico, De temporada, Fax / fotocopiadora",Montevideo,Uruguay,"El Bahamas goza de una ubicación excelente, a 2 calles del paseo marítimo de la Rambla Costanera de Canelones, y dispone de habitaciones luminosas con comodidades modernas. Hay aparcamiento y WiFi gratuita en todas las instalaciones del hotel.

Los alojamientos del Hotel Bahamas cuentan con aire acondicionado, TV por cable, minibar, WiFi gratuita y teléfono. Se proporciona servicio de habitaciones y la recepción abre las 24 horas.


El Hotel Bahamas se encuentra a 3 calles de la avenida de la Playa y del parque Roosevelt. El hotel se halla a solo 5 minutos en coche del aeropuerto internacional de Carrasco y a 25 minutos en coche del centro de Canelones. Se facilita servicio de alquiler de bicicletas."
Hyatt Centric Montevideo,US$239,"8,9",Fabuloso,923,https://cf.bstatic.com/xdata/images/hotel/max1024x768/194941789.webp?k=308b7624d240010c74bd1e07f00441a36ed65e1764d0a3f6585f530eb2b73488&o=,https://www.booking.com/hotel/uy/hyatt-centric-montevideo.es.html?aid=2410095,"Baño privado, Aire acondicionado, Proporciona factura, Fruta, Traslado aeropuerto, WC con barras de apoyo, Habitaciones insonorizadas, Bar, Enchufe cerca de la cama, Secador de pelo, Vino / champán, Galerías de arte temporales, Cesta para mascotas, Alquiler de bicicletas, Máquina expendedora (bebidas), Recepción 24 horas, Muy buen desayuno, Radio, Lavamanos más bajo, Alarma de seguridad, WC elevado, Cámaras de seguridad en las zonas comunitarias, Cenas temáticas, Canales por cable, Restaurante, WiFi gratis, Tarjeta de acceso, Alquiler de coches, Teléfono, Minibar, Playa, Tours a pie, Boles para mascotas, Registro de entrada / salida privado, Adaptado personas de movilidad reducida, Servicio de streaming (como Netflix), Menús para dietas especiales (bajo petición), Eventos deportivos en directo (emisión), Situado frente a la playa, Tetera / cafetera, Servicio de limpieza en seco, Vistas, Reloj despertador, Ascensor, Caja fuerte para ordenador portátil, Servicio de habitaciones, Acceso a pisos superiores en ascensor, Servicio de lavandería, Terraza, Español, Fax / fotocopiadora, Información turística, Registro de entrada y salida exprés, Accesible para personas sordas, Hipoalergénico, Ducha, Toallas, Utensilios de planchado, Salas de reuniones / banquetes, Seguridad 24 horas, Zona de spa / relajación, Calefacción, Bidet, Servicio de conserjería, Extintores, Servicio de limpieza diario, Mobiliario exterior, Tours en bici, Nevera, Almuerzos para llevar, Prohibido fumar en todo el alojamiento, Perchero, Ropa de cama, Ruta de bares, Desayuno en la habitación, Centro de negocios, Instalaciones de spa, Tumbonas/sillas de playa, Parking en un garaje, Artículos de aseo gratis, Servicio de despertador, Masajes, Habitaciones sin humo, TV, Snack-bar, Parking gratis, Paquetes de spa / bienestar, Cámaras de seguridad fuera del alojamiento, TV de pantalla plana, Piscina interior, Inglés, Servicio de entrega de comestibles, Productos de limpieza, Armario, Servicio de traslado, Detectores de humo, Suelo de moqueta, Habitaciones familiares, Masaje corporal completo, Portugués, Caja fuerte, WC, Cafetería en el alojamiento, Tetera/cafetera en todas las habitaciones, Gimnasio, Guardaequipaje, Papel higiénico, Menú para niños, Adaptado para sillas de ruedas, Taquillas en el gimnasio / spa, Escritorio, Servicio de planchado, Campo de golf (a menos de 3 km)",Montevideo,Uruguay,"El Hyatt Centric Montevideo ofrece alojamiento en el bulevar Montevideo Oceanside, a 500 metros del World Trade Center de Montevideo, y cuenta con una piscina cubierta y un restaurante. Dispone de instalaciones de spa. Cuenta con WiFi gratuita. 

Todas las habitaciones del Hyatt Centric Montevideo son elegantes y modernas y cuentan con aire acondicionado, TV de pantalla plana, caja fuerte y escritorio. Algunas ofrecen vistas al río y la ciudad. Algunas tienen zona de cocina y zona de estar. Todas disponen de baño privado con secador de pelo. 

En el Hyatt Centric Montevideo hay instalaciones de negocios, servicio de conserjería y servicio de aparcacoches. 

El Hyatt Centric Montevideo se encuentra en el barrio de Pocitos, a 5 km de la plaza Cagancha y a 6 km del mercado del puerto de Montevideo. Se sitúa a 14 km del aeropuerto internacional de Carrasco, el más cercano."
Hotel Europa,US$67,"7,8",Bien,1.529,https://cf.bstatic.com/xdata/images/hotel/max1024x768/197908223.webp?k=26c4af74f735bc51d7c5426802138681af9966bbcf11d7adcc43707900372aa0&o=,https://www.booking.com/hotel/uy/europa.es.html?aid=2410095,"Registro de entrada y salida exprés, Alquiler de coches, Teléfono, Baño privado, Minibar, TV de pantalla plana, Cámaras de seguridad fuera del alojamiento, Hipoalergénico, Aire acondicionado, Inglés, Armario, Habitaciones insonorizadas, Habitaciones hipoalergénicas, Ducha, Toallas, Buen desayuno, Enchufe cerca de la cama, Detectores de humo, Secador de pelo, Plancha para pantalones, Seguridad 24 horas, Calefacción, Bidet, Portugués, Servicio de conserjería, Extintores, Caja fuerte, Servicio de limpieza diario, Suelo de madera o parquet, Prohibido fumar en todo el alojamiento, Bañera o ducha, Recepción 24 horas, Perchero, Ropa de cama, WC, Insonorización, Servicio de limpieza en seco, Guardaequipaje, Alarma de seguridad, Ascensor, Papel higiénico, Acceso a pisos superiores en ascensor, Servicio de lavandería, Cámaras de seguridad en las zonas comunitarias, Español, Cambio de moneda, Artículos de aseo gratis, Servicio de despertador, Restaurante, Información turística, Escritorio, WiFi gratis, Servicio de planchado, Habitaciones sin humo, TV",Montevideo,Uruguay,"El Hotel Europa está situado a menos de 3 km del casco antiguo y ofrece conexión Wi-Fi gratuita. Dispone de recepción 24 horas y mostrador de información turística.

Todas las habitaciones del Europa Hotel son amplias y tienen baño privado y TV por cable. Para mayor comodidad, el aire acondicionado y la calefacción se regulan individualmente. Hay servicio de habitaciones las 24 horas.

El restaurante del Europa sirve un desayuno bufé completo. El bar del hotel ofrece bebidas y aperitivos ligeros, y en ocasiones cuenta con música de piano en directo.

El Europa se encuentra a 5 minutos del centro bancario de Montevideo y a 20 minutos a pie del distrito comercial. El aeropuerto internacional de Carrasco queda a 20 minutos en coche."
Punta Trouville Hotel,US$83,"7,6",Bien,2.634,https://cf.bstatic.com/xdata/images/hotel/max1024x768/422310886.webp?k=25d96c64cd47615cb5de0b27c862a433a6b59f051815138fad9f400675053a68&o=,https://www.booking.com/hotel/uy/punta-trouville-apart-suites.es.html?aid=2410095,"Alquiler de coches, Microondas, Teléfono, Baño privado, TV de pantalla plana, Aire acondicionado, Proporciona factura, Hervidor eléctrico, Inglés, Traslado aeropuerto, Utensilios de cocina, Armario, Servicio de traslado, Ducha, Toallas, Enchufe cerca de la cama, Detectores de humo, Secador de pelo, Salas de reuniones / banquetes, Calefacción, Bidet, Baños públicos, Portugués, Terraza / solárium, Servicio de conserjería, Extintores, Caja fuerte, Servicio de limpieza diario, Mobiliario exterior, Nevera, Desayuno, Prohibido fumar en todo el alojamiento, Alquiler de bicicletas, Perchero, Recepción 24 horas, Ropa de cama, Servicio de limpieza en seco, Vistas, Guardaequipaje, Centro de negocios, Alarma de seguridad, Ascensor, Papel higiénico, Entrada privada, Servicio de lavandería, Cámaras de seguridad en las zonas comunitarias, Terraza, Llave de acceso, Español, Servicio de planchado, Fax / fotocopiadora, Zona TV / salón de uso compartido, Canales por cable, Servicio de despertador, Información turística, Solárium, WiFi gratis, Habitaciones familiares, Tarjeta de acceso, Habitaciones sin humo, TV",Montevideo,Uruguay,"El Punta Trouville Hotel está ubicado en el barrio de Punta Carretas, a poca distancia a pie de la playa de los Pocitos, de la plaza Gomensoro y de varios restaurantes y tiendas. Se encuentra a poca distancia a pie del parque Rodó, el Museo de Bellas Artes, el parque Villa Biarritz y el centro comercial Punta Carretas Shopping. Este hotel cuenta con WiFi gratuita.

Las habitaciones presentan una decoración sencilla de estilo tradicional e incluyen aire acondicionado, TV de pantalla plana por cable, zona de cocina, minibar, radio despertador, caja fuerte, baño con secador de pelo y artículos de aseo y balcón.

El Punta Trouville dispone de solárium con vistas panorámicas al mar y a la ciudad.

El Punta Trouville Hotel se encuentra a 20 minutos en coche del aeropuerto. Además, hay aparcamiento disponible por un suplemento y sujeto a disponibilidad. No se admiten reservas.

Las reservas con tarifa flexible que hayan hecho el registro de entrada y reduzcan el número de noches, tendrán una penalización de una noche, que se sumará al importe del alojamiento."
Armon Suites Hotel,US$80,"8,7",Fabuloso,1.775,https://cf.bstatic.com/xdata/images/hotel/max1024x768/355023928.webp?k=a914842f3ee05f73ae416ff4ecbcd1a3dfb489f65f62a74d594d914cec316679&o=,https://www.booking.com/hotel/uy/armon-suites.es.html?aid=2410095,"Alquiler de coches, Microondas, Zona de comedor, Teléfono, Baño privado, Minibar, TV de pantalla plana, Cámaras de seguridad fuera del alojamiento, Aire acondicionado, Piscina interior, Bañera de hidromasaje, Proporciona factura, Hervidor eléctrico, Inglés, Traslado aeropuerto, Servicio de traslado, Habitaciones hipoalergénicas, Toallas, Enchufe cerca de la cama, Zona poco profunda, Detectores de humo, Secador de pelo, Piscina infantil, Plancha para pantalones, Salas de reuniones / banquetes, Bidet, Masaje corporal completo, Baños públicos, Portugués, Servicio de conserjería, Extintores, Caja fuerte, Servicio de limpieza diario, Suelo de madera o parquet, Parking privado, Desayuno, Piscina climatizada, Prohibido fumar en todo el alojamiento, Zona de cocina, Alquiler de bicicletas, Abierta todo el año, Bañera o ducha, Recepción 24 horas, Ropa de cama, Sauna, Servicio de limpieza en seco, Guardaequipaje, Centro de negocios, Reloj despertador, Ascensor, Papel higiénico, Alarma de seguridad, Entrada privada, Bañera, Servicio de lavandería, Parking en un garaje, Cámaras de seguridad en las zonas comunitarias, Para todas las edades, Horario de apertura, Servicio de planchado, Fax / fotocopiadora, Artículos de aseo gratis, Zona TV / salón de uso compartido, Servicio de despertador, Español, Información turística, Escritorio, Masajes, WiFi gratis, Habitaciones familiares, Tarjeta de acceso, Campo de golf (a menos de 3 km), Habitaciones sin humo, TV",Montevideo,Uruguay,"Armon Suites Hotel es un establecimiento de 4 estrellas que ofrece suites independientes con wifi gratis y bañera de hidromasaje. Incluye piscina cubierta climatizada. Se halla a solo 500 metros de la playa y de la rambla. El centro comercial Punta Carretas queda a 600 metros.

Todas las suites del Armon Suites cuentan con aire acondicionado, TV de pantalla plana por cable, suelo de parquet, minibar con aperitivos Algunas habitaciones tienen balcón o terraza privados. Todas incluyen bañera de hidromasaje.

Además de una piscina cubierta climatizada, el spa también incluye una sauna seca y bicicletas estáticas. Los huéspedes pueden pesar su equipaje en las básculas del establecimiento."
Hotel Uruguay,US$53,"8,0",Muy bien,663,https://cf.bstatic.com/xdata/images/hotel/max1024x768/89946495.webp?k=c5b022d2a3c8abae06f3b196433e3502ce430ed29bd8cdc86dbe91ebe7eb44e3&o=,https://www.booking.com/hotel/uy/uruguay.es.html?aid=2410095,"Alquiler de coches, Teléfono, Cámaras de seguridad fuera del alojamiento, TV de pantalla plana, Aire acondicionado, Canales de pago, Inglés, Servicio de traslado, Armario, Bar, Toallas, Enchufe cerca de la cama, Detectores de humo, Calefacción, Bidet, Terraza / solárium, Servicio de conserjería, Caja fuerte, Suelo de madera o parquet, Mobiliario exterior, Prohibido fumar en todo el alojamiento, Alquiler de bicicletas, Perchero, Recepción 24 horas, Ropa de cama, Muy buen desayuno, Cafetería en el alojamiento, Jardín, Guardaequipaje, Papel higiénico, Servicio de habitaciones, Servicio de lavandería, Cámaras de seguridad en las zonas comunitarias, Español, Servicio de planchado, Zona TV / salón de uso compartido, Artículos de aseo gratis, Canales por cable, Servicio de despertador, Información turística, WiFi gratis, Habitaciones familiares, Italiano, TV",Montevideo,Uruguay,"Esta casa con encanto data del siglo XIX, se encuentra en Montevideo y ofrece habitaciones cómodas con WiFi gratuita. Hay habitaciones con baño privado y con baño compartido. El paseo marítimo de Montevideo está a 10 minutos a pie.

El Hotel Uruguay ofrece habitaciones decoradas con buen gusto y equipadas con aire acondicionado y TV por cable. Algunas disponen de TV de pantalla plana. Hay servicio de lavandería disponible.

Todos los días se sirve un desayuno continental con zumo de naranja, mermeladas de fresa y melocotón y jamón y queso de la región.

El aeropuerto de Carrasco está a 18 km del hotel o a 45 minutos en coche. El Hotel Uruguay se halla a 250 metros de la plaza Fabini y a 300 metros de la avenida 18 de Julio. Además, hay un mostrador de información turística que cuenta con servicio de alquiler de coches."
Radisson Montevideo Victoria Plaza Hotel,US$170,"8,5",Muy bien,2.539,https://cf.bstatic.com/xdata/images/hotel/max1024x768/521231809.webp?k=027f95adbab00476833adb1f5461cbaa2502bbd79e575c87d39dcba7fc01bbcd&o=,https://www.booking.com/hotel/uy/radisson-montevideo-victoria-plaza.es.html?aid=2410095,"Bañera de hidromasaje / jacuzzi, Aire acondicionado, Proporciona factura, Billar, Traslado aeropuerto, Bar, Secador de pelo, Vino / champán, Terraza / solárium, Galerías de arte temporales, Parking privado, Alquiler de bicicletas, Recepción 24 horas, Sauna, Muy buen desayuno, Alarma de seguridad, Barbacoa, Cámaras de seguridad en las zonas comunitarias, Cenas temáticas, Casino, Canales por cable, Spa y centro de bienestar, Restaurante, WiFi gratis, Tarjeta de acceso, Alquiler de coches, Zona de juegos interior, Adaptado personas de movilidad reducida, Zona de juegos para niños, Aeróbic, Canales vía satélite, Sala de juegos, Tetera / cafetera, Servicio de limpieza en seco, Ascensor, Servicio de habitaciones, Servicio de lavandería, Terraza, Español, Fax / fotocopiadora, Información turística, Solárium, Registro de entrada y salida exprés, Clases de yoga, Clases de fitness, Utensilios de planchado, Salas de reuniones / banquetes, Seguridad 24 horas, Zona de spa / relajación, Calefacción, Servicio de conserjería, Extintores, Servicio de limpieza diario, Mobiliario exterior, Prohibido fumar en todo el alojamiento, Ruta de bares, Desayuno en la habitación, Centro de negocios, Instalaciones de spa, Tumbonas/sillas de playa, Peluquería / salón de belleza, Taquillas, Masajes, Italiano, Habitaciones sin humo, TV, Música / espectáculos en directo, Snack-bar, Piscina interior, Inglés, Servicio de traslado, Cajero automático en el hotel, Detectores de humo, Habitaciones familiares, Portugués, Caja fuerte, Ping pong, Cafetería en el alojamiento, Tetera/cafetera en todas las habitaciones, Gimnasio, Guardaequipaje, Menú para niños, Escritorio, Servicio de planchado",Montevideo,Uruguay,"El Radisson Montevideo Victoria Plaza está ubicado en pleno centro de la ciudad, frente a la plaza Independencia, y ofrece vistas impresionantes a la bahía del puerto. Este hotel cuenta con gimnasio, piscina cubierta, spa, salón de masajes, sauna, zona para correr, casino y conserje. 

Las habitaciones del Radisson Montevideo Victoria Plaza son confortables y disponen de WiFi gratuita, TV por cable, cafetera, minibar y baño privado con bañera. Las suites son amplias y tienen zona de estar independiente y vistas impresionantes al Río de la Plata.

El Radisson Victoria alberga varios sitios para comer, entre ellos un restaurante de especialidades uruguayas y el Bistró Victoria, que sirve una selección de cócteles. También alberga el Baccarat Café. Se sirve un desayuno buffet a diario.

El mostrador de información turística del hotel ofrece un servicio de reserva de excursiones al Mercado del Puerto, al Museo del Gaucho y al centro histórico (Ciudad Vieja). Este hotel cuenta con solárium, centro de negocios y club infantil. 

El Radisson Montevideo se encuentra a solo 13,2 km del aeropuerto internacional de Carrasco."
Crystal Palace Hotel,US$81,"7,9",Bien,1.665,https://cf.bstatic.com/xdata/images/hotel/max1024x768/48215636.webp?k=7847983394e9eb89b6c1f9a82756ccbb96a5bd05c5910d5317c5795ed2cfd5f5&o=,https://www.booking.com/hotel/uy/crystal-palace.es.html?aid=2410095,"Toda la unidad accesible en silla de ruedas, Snack-bar, Teléfono, Baño privado, Acceso a pisos superiores solo mediante escaleras, TV de pantalla plana, Canales de pago, Aire acondicionado, Fruta, Inglés, Traslado aeropuerto, Armario, Habitaciones insonorizadas, Bar, Toallas, Buen desayuno, Enchufe cerca de la cama, Detectores de humo, Secador de pelo, Vino / champán, Suelo de moqueta, Salas de reuniones / banquetes, Seguridad 24 horas, Calefacción, Bidet, Portugués, Menús para dietas especiales (bajo petición), Servicio de conserjería, Extintores, Servicio de limpieza diario, Caja fuerte, Nevera, Prohibido fumar en todo el alojamiento, Alquiler de bicicletas, Bañera o ducha, Recepción 24 horas, Perchero, Ropa de cama, WC, Cafetería en el alojamiento, Insonorización, Servicio de limpieza en seco, Gimnasio, Desayuno en la habitación, Guardaequipaje, Centro de negocios, Alarma de seguridad, Papel higiénico, Ascensor, Servicio de habitaciones, Acceso a pisos superiores en ascensor, Bañera, Servicio de lavandería, Parking en un garaje, Cámaras de seguridad en las zonas comunitarias, Español, Artículos de aseo gratis, Canales por cable, Servicio de despertador, Mesa de comedor, Restaurante, Información turística, Escritorio, WiFi gratis, Servicio de planchado, Parking, Tarjeta de acceso, Habitaciones sin humo, TV",Montevideo,Uruguay,"El Crystal Palace Hotel se encuentra en la avenida 18 de Julio, en Montevideo y ofrece habitaciones con aire acondicionado y WiFi gratuita. También alberga un restaurante de cocina regional. Todos los días se sirve un desayuno.

Las habitaciones del Crystal Palace Hotel son amplias y sencillas. También disponen de minibar y caja fuerte. Algunas tienen bañera de hidromasaje o vistas panorámicas a la ciudad.

El Palace Hotel proporciona servicios de lavandería y de habitaciones. También cuenta con recepción 24 horas y centro de fitness.

La Universidad de la República está a solo 600 metros del Crystal Palace Hotel."
