hotel,price,score,avg review,reviews count,image_links,hotel_url,popular_facilities,city,country,description
Hotel de la Torre,US$100,"8,3",Muy bien,225,https://cf.bstatic.com/xdata/images/hotel/max1024x768/511582007.webp?k=52ad9b0cb4b26b3a9672e1bd0e989eea8805bff89dabca57d6064b5c0989aa1f&o=,https://www.booking.com/hotel/uy/el-de-la-torre.es.html?aid=2410095,"Zona TV / salón de uso compartido, Baño privado, Terraza, Enchufe cerca de la cama, Patio, Piscina pequeña, Nevera, Adaptado personas de movilidad reducida, Playa, Zona de comedor, Piscina infantil, Ping pong, Inglés, Guardaequipaje, Mobiliario exterior, Traslado aeropuerto, Lavadora, TV, Juegos de mesa / puzles, Bañera o ducha, Servicio de despertador, Toallas, Campo de golf (a menos de 3 km), Portugués, Servicio de limpieza diario, Zona de juegos interior, Aire acondicionado, Tours a pie, Escritorio, Minibar, Baños públicos, Pesca, Fruta, Registro de entrada y salida exprés, Servicio de lavandería, Servicio de traslado, Clases de yoga, Zona de fumadores, Vistas al jardín, Calefacción, Adaptado para sillas de ruedas, Suelo de baldosa / mármol, Servicio de entrega de comestibles, Barandillas protectoras para bebés, Acceso a pisos superiores solo mediante escaleras, Habitaciones sin humo, Centro de negocios, Mosquitera, Piscina climatizada, Bar, Cámaras de seguridad en las zonas comunitarias, Seguridad 24 horas, Billar, Alquiler de coches, WiFi gratis, Caja fuerte, Recepción 24 horas, Ropa de cama, TV de pantalla plana, Masajes, Vino / champán, Canales de pago, Buen desayuno, Toallas / sábanas (por un suplemento), Protector de enchufes para niños, Extintores, Prohibido fumar en todo el alojamiento, Sala de juegos, Toda la unidad en la planta baja, Armario, Papel higiénico, Cambio de moneda, De temporada, Sauna, Bidet, Para todas las edades, Secador de pelo, Snorkel, Información turística, Solárium, Cámaras de seguridad fuera del alojamiento, Servicio de habitaciones, Tour o clase sobre cultura local, Fax / fotocopiadora, Perchero, Jardín, Cafetería en el alojamiento, Artículos de aseo gratis, Plancha para ropa, Situado frente a la playa, Habitaciones familiares, Vistas, Piscina al aire libre, Español, Barbacoa, Terraza / solárium, Salas de reuniones / banquetes, Toallas de playa/piscina, Libros, DVD o música para niños",Rocha,Uruguay,"Hotel de la Torre se encuentra en La Paloma frente a la playa Anaconda y cuenta con piscina al aire libre, spa y gimnasio. Se ofrece conexión Wi-Fi gratuita.

Las habitaciones de Hotel de la Torre disponen de TV por cable, armario y baño privado. Además, se ofrece servicio de habitaciones.

En temporada alta se sirve un desayuno bufé y hay conexión Wi-Fi gratuita en las zonas comunes. El establecimiento también dispone de sauna, servicio de masajes, servicio de alquiler de bicicletas y sala de juegos.

Hotel de la Torre se encuentra a 3 km de la zona comercial y la estación de autobuses. El aeropuerto de Punta del Este está a 117 km."
Lobo Hostel Bar,US$34,"8,4",Muy bien,519,https://cf.bstatic.com/xdata/images/hotel/max1024x768/518922440.webp?k=123fb980e27d6f4eeb1157dffb5e373a417c27f2268ed2d25ddcc170e8a77129&o=,https://www.booking.com/hotel/uy/lobo-hostel-bar.es.html?aid=2410095,"Zona TV / salón de uso compartido, Muebles de exterior, Baño compartido, Desayuno fantástico, Fruta, Fogones, Horno, Senderismo, Información turística, Entretenimiento nocturno, Supermercado pequeño en el alojamiento, Recepción 24 horas, Menús para dietas especiales (bajo petición), Discoteca / DJ, Perchero, Jardín, Francés, Cafetería en el alojamiento, Menú para niños, Vino / champán, Restaurante, Playa, Zona de cocina, Zona de comedor, Inglés, Mesa de comedor, Cocina, Juegos de mesa / puzles, Vistas, Español, Tendedero, Papel higiénico, Cambio de moneda, Barbacoa, Habitaciones sin humo, Portugués, Bar, Almuerzos para llevar, Zona de comedor exterior, Cocina compartida, Snack-bar",Rocha,Uruguay,"El Lobo Hostel Bar ofrece un restaurante, espectáculos en directo y alojamientos cómodos en Cabo Polonio. Las instalaciones de playa son gratuitas y el bar del establecimiento sirve bebidas deliciosas.

Las habitaciones compartidas disponen de roperos y baños compartidos.

Se pueden preparar comidas en la cocina y la zona de barbacoa de uso común del Lobo Hostel Bar. La recepción 24 horas facilita información útil para desplazarse por la zona y el establecimiento también cuenta con una discoteca, salón compartido y mostrador de información turística."
En calma,US$80,"9,0",Fantástico,119,https://cf.bstatic.com/xdata/images/hotel/max1024x768/276361486.webp?k=5678f9bb9430499b7402fb267d2d5939e06080817e75c73ad962895974a73d75&o=,https://www.booking.com/hotel/uy/en-calma.es.html?aid=2410095,"WiFi gratis, Baño privado, Fogones, Horno, Utensilios de cocina, Terraza, Enchufe cerca de la cama, Patio, Nevera, Ropa de cama, TV de pantalla plana, Jardín, Parking en la calle, Zona de fumadores, Vistas al jardín, Productos de limpieza, Registro de entrada / salida privado, Calefacción, Sofá, Entrada privada, Parking gratis, Playa, Zona de comedor, Mesa de comedor, Ducha, Extintores, Cocina, Vistas al mar, Mobiliario exterior, TV, Vistas, Cafetera, Armario, Balcón, Español, Tendedero, Llave de acceso, Papel higiénico, Toallas, Barbacoa, Habitaciones sin humo, Chimenea exterior, Canales por cable, Microondas, Aire acondicionado, Suelo de madera o parquet, Zona de comedor exterior",Rocha,Uruguay,"El En Calma ofrece alojamientos independientes y pintorescos con vistas al mar y se encuentra en Punta del Diablo. Este lodge está situado a solo 500 metros de la extensa playa Rivero y ofrece conexión WiFi gratuita.

Los alojamientos del En Calma son cómodos y tienen revestimientos de madera, una terraza con vistas al mar, una zona de barbacoa, aire acondicionado, una cocina bien equipada con horno y microondas y un baño con ducha.

El En calma alberga un jardín y aparcamiento gratuito.

El establecimiento se halla a 800 metros de la Playa de los Pescadores, que cuenta con un mercado de alimentos frente a la playa, y a 1 km del parque nacional de Santa Teresa."
Salty House Cabo Polonio,US$31,"8,4",Muy bien,99,https://cf.bstatic.com/xdata/images/hotel/max1024x768/377675575.webp?k=80a1f95275f1358a034c08f9d7bfd3333716f5b05ac1626e13a1f30e27a27aed&o=,https://www.booking.com/hotel/uy/cabo-polonio-hostel.es.html?aid=2410095,"Pesca, Snorkel, Happy hour, Caja fuerte, Senderismo, Detectores de humo, Información turística, Entretenimiento nocturno, Servicio de lavandería, Recepción 24 horas, Baño al aire libre, Solárium, Tour o clase sobre cultura local, Clases de yoga, Sombrillas, Jardín, Masajes, Francés, Masaje de cuello, Cafetería en el alojamiento, Zona de fumadores, Zona de pícnic, Vino / champán, Registro de entrada / salida privado, Taquillas, Tumbonas/sillas de playa, Playa, Piragüismo, Máquina expendedora (aperitivos), Masaje de cabeza, Buen desayuno, Inglés, Equitación, Guardaequipaje, Zona privada de playa, Extintores, Habitaciones familiares, Situado frente a la playa, Seguridad 24 horas, Mobiliario exterior, Proporciona factura, Masaje de pies, Prohibido fumar en todo el alojamiento, Juegos de mesa / puzles, Equipamiento de tenis, Sala de juegos, Masaje de manos, Español, Cambio de moneda, Habitaciones sin humo, Terraza / solárium, Cenas temáticas, Equipamiento de juegos para exterior, Portugués, Windsurf, Servicio de limpieza diario, Masaje corporal completo, Chimenea exterior, Bar, Tours a pie, Masaje de espalda, Cocina compartida, Snack-bar",Rocha,Uruguay,"El Salty House Cabo Polonio se encuentra en Cabo Polonio, en el departamento de Rocha, a 45 km de Punta del Diablo, y cuenta con solárium y zona de playa privada. El establecimiento funciona con energía solar.

Algunas habitaciones tienen vistas al mar o al jardín. Todas disponen de baño compartido.

La recepción está abierta las 24 horas.

Se pueden realizar diversas actividades en la zona, como snorkel, pesca y senderismo. La Paloma se encuentra a 45 km del Salty House Cabo Polonio, mientras que La Pedrera está a 38 km."
Compay Hostel Punta del Diablo,US$17,"8,3",Muy bien,356,https://cf.bstatic.com/xdata/images/hotel/max1024x768/507947716.webp?k=819c7c3609d1a266965a94b4b2d75e5370294af5d88870f9ef9624727f7fa355&o=,https://www.booking.com/hotel/uy/compay-hostel-punta-del-diablo.es.html?aid=2410095,"Personal de animación, Zona TV / salón de uso compartido, Terraza, Senderismo, Enchufe cerca de la cama, Patio, Detectores de humo, Vistas a un lugar de interés, Discoteca / DJ, Adaptado personas de movilidad reducida, Playa, Zona de comedor, Inglés, Mesa de comedor, Servicio de conserjería, Guardaequipaje, Mobiliario exterior, Traslado aeropuerto, Proporciona factura, Servicio de despertador, Sofá cama, Submarinismo, Chimenea exterior, Solo para adultos, Zona de juegos interior, Tours a pie, Tumbonas/sillas de playa, Pesca, Fogones, Servicio de lavandería, Zona de fumadores, Vistas al jardín, Alquiler de bicicletas, Música / espectáculos en directo, Galerías de arte temporales, Balcón, Habitaciones sin humo, Habitaciones insonorizadas, Bar, Suelo de madera o parquet, Cámaras de seguridad en las zonas comunitarias, Seguridad 24 horas, WiFi gratis, Tours en bici, Entretenimiento nocturno, Recepción 24 horas, Ropa de cama, Menús para dietas especiales (bajo petición), Toallas / sábanas (por un suplemento), Extintores, Sala de juegos, Cambio de moneda, Equipamiento de juegos para exterior, Ruta de bares, Ciclismo, Karaoke, Snorkel, Información turística, Cámaras de seguridad fuera del alojamiento, Servicio de habitaciones, Tour o clase sobre cultura local, Perchero, Sombrillas, Jardín, Zona de pícnic, Noches de cine, Registro de entrada / salida privado, Parking gratis, Piragüismo, Desayuno, Ducha, Vistas al mar, Vistas, Servicio de limpieza en seco, WC, Español, Barbacoa, Terraza / solárium, Cenas temáticas, Windsurf, Cocina compartida",Rocha,Uruguay,"El Compay Hostel se encuentra a solo 300 metros de la playa El Rivero y ofrece zonas comunes confortables, jardín con hamacas y zona de acampada. Este alojamiento proporciona WiFi gratuita y está a 300 metros del centro de la localidad. En el establecimiento se sirve un desayuno continental.

Las habitaciones del Compay Hostel Punta del Diablo son prácticas e incluyen taquillas que se pueden cerrar y baño compartido con agua caliente. Algunas de estas habitaciones gozan de vistas al océano.

Hay zona de barbacoa y cocina compartida. También se proporciona una sala de uso común con ordenadores y recepción 24 horas que ofrece información turística.

La playa de La Viuda se encuentra a 700 metros y la estación de autobuses de Punta del Diablo se halla a 2,5 km del Compay Hostel. La recepción permanece abierta las 24 horas."
Balconada Beach ROOMS,US$50,"8,1",Muy bien,340,https://cf.bstatic.com/xdata/images/hotel/max1024x768/403805781.webp?k=f77184c328404a390e79ce9ffba17d53966da1076ead86954c6a03cc651d6a2d&o=,https://www.booking.com/hotel/uy/balconada-beach-hostel.es.html?aid=2410095,"Zona TV / salón de uso compartido, WiFi gratis, Terraza, Enchufe cerca de la cama, Información turística, Cámaras de seguridad fuera del alojamiento, Servicio de traslado, Ropa de cama, Perchero, Sombrillas, Jardín, Parking en la calle, Zona de fumadores, Calefacción, Taquillas, Parking gratis, Playa, Inglés, Ducha, Toallas / sábanas (por un suplemento), Extintores, Habitaciones familiares, Situado frente a la playa, Mobiliario exterior, Proporciona factura, Prohibido fumar en todo el alojamiento, WC, Español, Papel higiénico, Toallas, Habitaciones sin humo, Barbacoa, Terraza / solárium, Servicio de limpieza diario, Chimenea exterior, Almuerzos para llevar, Aire acondicionado, Cocina compartida, Seguridad 24 horas",Rocha,Uruguay,"El Balconada Beach ROOMS está situado en La Paloma, a 46 km de Cabo Polonio. Tiene barbacoa, vistas al mar, restaurante y bar. El Balconada Beach ROOMS dispone de WiFi gratuita en todas las instalaciones.

Todas las habitaciones incluyen baño compartido.

La recepción está abierta las 24 horas. También hay servicio de préstamo de bicicletas.

La Pedrera se halla a 9 km del Balconada Beach ROOMS, mientras que Rocha se encuentra a 25 km. El aeropuerto internacional Capitán Carlos A. Curbelo queda a 88 km."
Hosteria Fortin de San Miguel,US$65,"8,1",Muy bien,301,https://cf.bstatic.com/xdata/images/hotel/max1024x768/285182390.webp?k=c6ac0824f1c9c7b7b002eb6eeed49e929955120eea67ea074294131cb6741218&o=,https://www.booking.com/hotel/uy/hosteria-fortin-de-san-miguel.es.html?aid=2410095,"Baño privado, Senderismo, Enchufe cerca de la cama, Patio, Piscina pequeña, Menú para niños, Servicios de belleza, Restaurante, Mobiliario exterior, Proporciona factura, TV, Juegos de mesa / puzles, Bañera o ducha, Toallas, Vistas a la piscina, Ventilador, Portugués, Servicio de limpieza diario, Zona poco profunda, Piscina con vistas, Aire acondicionado, Escritorio, Baños públicos, Tumbonas/sillas de playa, Fruta, Servicio de lavandería, Zona de fumadores, Vistas al jardín, Calefacción, Suelo de baldosa / mármol, Entrada privada, Equitación, Desayuno en la habitación, Vistas a un patio interior, Llave de acceso, Habitaciones sin humo, Abierta todo el año, Radio, Servicio de planchado, Canales por cable, Mosquitera, Bar, Seguridad 24 horas, WiFi gratis, Caja fuerte, Recepción 24 horas, Ropa de cama, Menús para dietas especiales (bajo petición), TV de pantalla plana, Masajes, Vino / champán, Buen desayuno, Extintores, Armario, Papel higiénico, Bidet, Para todas las edades, Almuerzos para llevar, Snack-bar, Secador de pelo, Servicio de habitaciones, Fax / fotocopiadora, Perchero, Jardín, Cafetería en el alojamiento, Zona de pícnic, Vistas a la montaña, Artículos de aseo gratis, Parking gratis, Ducha, Habitaciones familiares, Vistas, WC, Piscina al aire libre, Español, Barbacoa, Salas de reuniones / banquetes, Toallas de playa/piscina, Zona de comedor exterior",Rocha,Uruguay,"Hosteria Fortin de San Miguel se encuentra en Chuy y dispone de jardín, restaurante, bar y wifi gratis. El alojamiento ofrece servicio de habitaciones y recepción 24 horas.

En la posada u hostería, todas las habitaciones disponen de aire acondicionado, escritorio, patio con vistas a la montaña, baño privado, TV de pantalla plana, ropa de cama y toallas. Todas las unidades disponen de caja fuerte.

La clientela puede practicar actividades en Chuy y alrededores, como senderismo."
Piedra Alta Hostel & Suites,US$17,"8,9",Fabuloso,172,https://cf.bstatic.com/xdata/images/hotel/max1024x768/236257812.webp?k=845541b7e038b4c09f14764cd091562583249f84909417337e21cee6a7720e03&o=,https://www.booking.com/hotel/uy/piedra-alta.es.html?aid=2410095,"Zona TV / salón de uso compartido, Baños públicos, WiFi gratis, Insonorización, Terraza, Registro de entrada y salida exprés, Enchufe cerca de la cama, Información turística, Entretenimiento nocturno, Servicio de lavandería, Baño al aire libre, Servicio de traslado, Tour o clase sobre cultura local, Ropa de cama, Perchero, Clases de yoga, Jardín, Zona de fumadores, Zona de pícnic, Noches de cine, Vino / champán, Calefacción, Taquillas, Restaurante, Playa, Inglés, Muy buen desayuno, Ducha, Equitación, Extintores, Habitaciones familiares, Situado frente a la playa, Mobiliario exterior, Proporciona factura, Juegos de mesa / puzles, WC, Armario, Español, Papel higiénico, Cambio de moneda, Barbacoa, Habitaciones sin humo, Cenas temáticas, Ventilador, Portugués, Windsurf, Chimenea exterior, Mosquitera, Bar, Zona de juegos interior, Tours a pie, Cocina compartida",Rocha,Uruguay,"Piedra Alta Hostel & Suites dispone de jardín, salón de uso común, terraza y restaurante en La Pedrera. El alojamiento está a 3 min a pie de Playa del Barco y a 300 metros de Playa del Desplayado, y dispone de bar y zona de barbacoa. El alojamiento ofrece ocio nocturno y cocina compartida.

En el albergue, todas las habitaciones tienen armario. Todas las unidades disponen de ropa de cama.

El desayuno diario ofrece opciones buffet, continentales o vegetarianas.

El aeropuerto más cercano (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 129 km."
Complejo Oceanico,US$101,"8,8",Fabuloso,247,https://cf.bstatic.com/xdata/images/hotel/max1024x768/84969080.webp?k=be0d22362117e1ba49dfa7de9da6d77d79b0e36ddd4878e5e171cf46ed0cefe2&o=,https://www.booking.com/hotel/uy/complejo-oceanico.es.html?aid=2410095,"WiFi gratis, Baño privado, Terraza, Caja fuerte, Información turística, Servicio de lavandería, Solárium, Ropa de cama, TV de pantalla plana, Jardín, Horario de apertura, Parking en la calle, Sombrillas, Artículos de aseo gratis, Parking gratis, Playa, Inglés, Muy buen desayuno, Ducha, Servicio de conserjería, Extintores, Habitaciones familiares, Mobiliario exterior, Proporciona factura, TV, Prohibido fumar en todo el alojamiento, WC, Piscina al aire libre, Español, Canales vía satélite, Papel higiénico, Toallas, Hervidor eléctrico, Habitaciones sin humo, Terraza / solárium, Abierta todo el año, Portugués, Servicio de limpieza diario, Bidet, Piscina con vistas, Toallas de playa/piscina, Aire acondicionado, Minibar, Baños públicos, Tumbonas/sillas de playa",Rocha,Uruguay,"El Complejo Oceanico cuenta con piscina al aire libre y solárium y ofrece habitaciones cómodas y decoradas con buen gusto en Punta del Diablo, a solo 300 metros de la playa de Rivero. Se sirve un desayuno buffet y la zona comercial de la ciudad está a 500 metros. Hay conexión WiFi gratuita y servicio de limpieza diario.

Las habitaciones del Complejo Oceanico disponen de aire acondicionado y minibar. Incluye caja fuerte, hervidor de agua eléctrico, ropa de cama y toallas. El baño privado incluye ducha.

El Complejo Oceanico alberga un jardín. El establecimiento ofrece aparcamiento gratuito y se encuentra a 2 km de la terminal de autobuses de Punta del Diablo."
Hostel Ibirapita,US$20,"7,9",Bien,237,https://cf.bstatic.com/xdata/images/hotel/max1024x768/33930612.webp?k=83b24a73279359136954c4bc89b604ab8da380e699505823e5134acc17a54665&o=,https://www.booking.com/hotel/uy/hostel-ibirapita.es.html?aid=2410095,"Zona TV / salón de uso compartido, Terraza, Senderismo, Detectores de humo, Adaptado personas de movilidad reducida, Comedia en vivo, Menú para niños, Servicios de belleza, Restaurante, Playa, Inglés, Servicio de conserjería, Guardaequipaje, Buffet para niños, Mobiliario exterior, Traslado aeropuerto, Proporciona factura, Juegos de mesa / puzles, Submarinismo, Toallas, Pedicura, Portugués, Servicio de limpieza diario, Chimenea exterior, Zona de juegos interior, Aire acondicionado, Tours a pie, Aeróbic, Tumbonas/sillas de playa, Pesca, Fruta, Registro de entrada y salida exprés, Servicio de lavandería, Servicio de traslado, Zona de fumadores, Calefacción, Adaptado para sillas de ruedas, Servicio de entrega de comestibles, Alquiler de bicicletas, Equitación, Galerías de arte temporales, Eventos deportivos en directo (emisión), Llave de acceso, Habitaciones sin humo, Bar, Cámaras de seguridad en las zonas comunitarias, Seguridad 24 horas, Alquiler de coches, WiFi gratis, Tours en bici, Caja fuerte, Servicios de maquillaje, Recepción 24 horas, Menús para dietas especiales (bajo petición), Vino / champán, Taquillas, Extintores, Prohibido fumar en todo el alojamiento, Pediluvio, Sala de juegos, Papel higiénico, Cambio de moneda, Ruta de bares, Ciclismo, Snack-bar, Snorkel, Información turística, Manicura, Cámaras de seguridad fuera del alojamiento, Servicio de habitaciones, Tour o clase sobre cultura local, Fax / fotocopiadora, Tiro con arco, Jardín, Sombrillas, Cafetería en el alojamiento, Piragüismo, Desayuno, Habitaciones familiares, WC, Español, Alarma de seguridad, Barbacoa, Cenas temáticas, Windsurf, Salas de reuniones / banquetes, Tarjeta de acceso, Cocina compartida",Rocha,Uruguay,"Este establecimiento se encuentra a sólo 5 minutos a pie de la playa y dispone de sala de estar con chimenea, servicio de alquiler de tablas de surf, excursiones a caballo y conexión Wi-Fi gratuita. También se ofrece un servicio de alquiler de motocicletas y descuentos en tiendas y restaurantes cercanos.

Las habitaciones del Hostel Ibirapita cuentan con paredes de ladrillo rústicas en tonos suaves color crema, TV por cable y baño compartido con ducha.

Los huéspedes podrán disfrutar de un desayuno completo con pasteles de chocolate, cereales y queso en el patio decorado con enredaderas, flores y una fuente pequeña. También podrán utilizar la cocina compartida.

El Ibirapita está a media calle de la avenida Solari y a sólo 5 minutos a pie de la estación principal de autobuses."
Apartamento el dos,US$41,"8,4",Muy bien,118,https://cf.bstatic.com/xdata/images/hotel/max1024x768/396609941.webp?k=4b7b7a95d08d39f1da556dc7e593f7ced9a59b41657758338936b1aecafa2047&o=,https://www.booking.com/hotel/uy/apartamento-el-dos.es.html?aid=2410095,"WiFi gratis, Baño privado, Enchufe cerca de la cama, Nevera, Ropa de cama, Perchero, TV de pantalla plana, Jardín, Zona de fumadores, Productos de limpieza, Accesible para personas sordas, Suelo de baldosa / mármol, Parking gratis, Zona de cocina, Mesa de comedor, Ducha, TV, WC, Toda la unidad en la planta baja, Español, Vistas a un patio interior, Papel higiénico, Toallas, Hervidor eléctrico, Habitaciones sin humo, Ventilador, Portugués, Microondas",Rocha,Uruguay,"Apartamento el dos está en Chuy. Este apartamento tiene jardín y parking privado gratis.

El apartamento de 1 dormitorio dispone de sala de estar con TV de pantalla plana, zona de cocina totalmente equipada con nevera y microondas, y 1 baño con ducha. Hay toallas y ropa de cama en el apartamento."
Il Tano Suites,US$141,"9,1",Fantástico,238,https://cf.bstatic.com/xdata/images/hotel/max1024x768/508646081.webp?k=e1e6d53e17c65cda15fcb8293fd4d4b2d15078f4cbf52148120cf4f74b89a5c0&o=,https://www.booking.com/hotel/uy/il-tano-suites.es.html?aid=2410095,"Baño privado, Utensilios de cocina, Terraza, Senderismo, Enchufe cerca de la cama, Patio, Piscina pequeña, Nevera, Zona de estar, Menú para niños, Restaurante, Zona de comedor, Inglés, Mesa de comedor, Guardaequipaje, Buffet para niños, Mobiliario exterior, Proporciona factura, TV, Bañera o ducha, 2 piscinas, Tendedero, Bañera de hidromasaje / jacuzzi, Vistas a la piscina, Portugués, Servicio de limpieza diario, Zona poco profunda, Solo para adultos, Aire acondicionado, Tours a pie, Tumbonas/sillas de playa, Pesca, Fruta, Registro de entrada y salida exprés, Servicio de lavandería, Servicio de traslado, Zona de fumadores, Vistas al jardín, Productos de limpieza, Calefacción, Servicio de entrega de comestibles, Entrada privada, Alquiler de bicicletas, Desayuno en la habitación, Música / espectáculos en directo, Servicio de streaming (como Netflix), Balcón, Vistas a un patio interior, Llave de acceso, Habitaciones sin humo, Hervidor eléctrico, Servicio de planchado, Habitaciones insonorizadas, Mosquitera, Bar, WiFi gratis, Tours en bici, Ropa de cama, TV de pantalla plana, Parking en la calle, Vino / champán, Italiano, Canales de pago, Toallas / sábanas (por un suplemento), Extintores, Prohibido fumar en todo el alojamiento, Canales vía satélite, Papel higiénico, De temporada, Bidet, Para todas las edades, Almuerzos para llevar, Snack-bar, Secador de pelo, Solárium, Información turística, Perchero, Sombrillas, Jardín, Cafetería en el alojamiento, Zona de pícnic, Registro de entrada / salida privado, Sofá, Parking gratis, Ducha, Habitaciones comunicadas disponibles, WC, Español, Barbacoa, Terraza / solárium, Cenas temáticas, Independiente, Microondas, Toallas de playa/piscina, Tostadora, Cocina compartida",Rocha,Uruguay,"El Il Tano Suites está situado a 600 metros de la playa y ofrece apartamentos independientes y acogedores con una decoración alegre y conexión Wi-Fi gratuita. Dispone de jardín grande con áboles autóctonos y bañera de hidromasaje y sirve el desayuno todos los días.

Los apartamentos del Il Tano Suites están totalmente amueblados, ofrecen vistas preciosas al jardín y cuentan con aire acondicionado, zona de cocina, sala de estar acogedora con chimenea, TV de pantalla plana y baño completo con bañera de hidromasaje.

Además, este establecimiento alberga un bar y un restaurante donde se sirven comidas deliciosas. También se ofrecen bicicletas para descubrir la zona y un servicio de limpieza todos los días.

Hay aparcamiento gratuito."
Perla del Este,US$80,"7,6",Bien,319,https://cf.bstatic.com/xdata/images/hotel/max1024x768/123240251.webp?k=c5a878e392bee9cd395e64c3e7f2e69be85ed59d0750bb25a42eccd52ff4db69&o=,https://www.booking.com/hotel/uy/perla-del-este-la-paloma.es.html?aid=2410095,"WiFi gratis, Baño privado, Caja fuerte, Servicio de habitaciones, Ropa de cama, Jardín, Artículos de aseo gratis, Desayuno, Guardaequipaje, Ducha, Habitaciones familiares, TV, Armario, Español, Papel higiénico, Toallas, Acceso a pisos superiores solo mediante escaleras, Habitaciones sin humo, Ventilador, Servicio de limpieza diario, Bidet, Canales por cable",Rocha,Uruguay,"Perla del Este es un alojamiento de 3 estrellas que está en La Paloma, a 3 min a pie de Playa Bahía Chica, y que tiene jardín. El hotel está a unos 7 min a pie de Playa La Balconada y a 600 metros de Playa Bahía Grande. El alojamiento dispone de servicio de habitaciones y guardaequipaje.

Las unidades de este alojamiento están equipadas con TV con canales por cable y caja fuerte. Las habitaciones del alojamiento tienen baño privado con bidet y artículos de aseo gratuitos. También cuentan con wifi gratis, y algunas habitaciones también cuentan con vistas al mar. En el hotel, las habitaciones disponen de ropa de cama y toallas.

El aeropuerto (Aeropuerto Capitan de Corbeta Carlos A. Curbelo) está a 128 km."
Mar de Fondo Hostel,US$25,"9,0",Fantástico,400,https://cf.bstatic.com/xdata/images/hotel/max1024x768/285596374.webp?k=cf870b95d5090097a7012818f96dde4bcc8467088225ab3a80beb2d83bf3f720&o=,https://www.booking.com/hotel/uy/mar-de-fondo-hostel.es.html?aid=2410095,"Zona TV / salón de uso compartido, Baño compartido, WiFi gratis, Happy hour, Terraza, Registro de entrada y salida exprés, Enchufe cerca de la cama, Información turística, Servicio de lavandería, Recepción 24 horas, Perchero, Jardín, Vino / champán, Registro de entrada / salida privado, Playa, Inglés, Ducha, Extintores, Música / espectáculos en directo, Mobiliario exterior, Juegos de mesa / puzles, Desayuno fabuloso, WC, Español, Vistas a un patio interior, Papel higiénico, Barbacoa, Habitaciones sin humo, Terraza / solárium, Cenas temáticas, Ventilador, Portugués, Chimenea exterior, Ruta de bares, Bar, Suelo de madera o parquet, Cocina compartida",Rocha,Uruguay,"El Mar de Fondo Hostel está situado en Punta del Diablo y ofrece alojamiento con terraza y bar. Hay recepción abierta las 24 horas y conexión WiFi gratuita.

Las habitaciones de este albergue cuentan con terraza.

Todas las mañanas se sirve un desayuno continental en el Mar de Fondo Hostel.

Barra del Chuy está a 40 km del alojamiento, mientras que Cabo Polonio se encuentra a 46 km."
MarAdentro Apart Hotel & Suites,US$180,"9,2",Fantástico,439,https://cf.bstatic.com/xdata/images/hotel/max1024x768/280956989.webp?k=05b19aa822906339f5caa8f4e4265277fac9d90aebe0207cfffa17f7aec34e86&o=,https://www.booking.com/hotel/uy/marisma.es.html?aid=2410095,"WiFi gratis, Baño privado, Insonorización, Terraza, Caja fuerte, Patio, Información turística, Recepción 24 horas, Servicio de habitaciones, Nevera, Ropa de cama, Perchero, TV de pantalla plana, Jardín, Sombrillas, Calefacción, Plancha para ropa, Entrada privada, Parking gratis, Playa, Zona de cocina, Bar en la piscina, Inglés, Ducha, Situado frente a la playa, Habitaciones familiares, Vistas al mar, Mobiliario exterior, TV, Vistas, Desayuno fabuloso, WC, Piscina al aire libre, Armario, Balcón, Español, Tendedero, Papel higiénico, Toallas, De temporada, Habitaciones sin humo, Hervidor eléctrico, Bañera de hidromasaje / jacuzzi, Servicio de limpieza diario, Zona poco profunda, Microondas, Piscina con vistas, Toallas de playa/piscina, Bar, Aire acondicionado",Rocha,Uruguay,"El MarAdentro Apart Hotel & Suites está muy bien situado frente a la playa de La Viuda, a 3 calles del centro de Punta del Diablo, e incluye una piscina y alojamiento bien iluminado con conexión Wi-Fi gratuita y una decoración elegante de estilo playero.

Las suites del Marisma Apart Hotel tienen TV y aire acondicionado. Los apartamentos disponen de cocina. Además, hay minibar y todas las habitaciones cuentan con vistas al mar.

Se ofrece un servicio de información turística y aparcamiento gratuito.

El MarAdentro Apart Hotel & Suites se encuentra a 200 km del aeropuerto del Sauce."
